CROPS,SOIL,N,P,K,TEMP,RELATIVE_HUMIDITY,SOIL_PH
rice,Loamy soil,96.2,50.2,56.7,32.7,79.0,7.8
rice,Clay soil,98.3,57.0,51.8,28.6,75.7,5.6
rice,Alluvial soil,86.7,41.0,40.4,24.5,65.6,7.3
rice,Loamy soil,95.9,58.6,41.0,24.6,60.6,6.1
rice,Clay soil,90.6,54.5,56.7,33.1,77.1,6.6
rice,Alluvial soil,96.4,60.0,45.3,31.8,73.4,6.6
rice,Loamy soil,91.5,59.3,59.6,25.8,60.0,5.1
rice,Clay soil,91.7,40.5,48.8,33.7,70.2,8.0
rice,Alluvial soil,83.8,57.0,45.7,23.0,68.6,6.9
rice,Loamy soil,88.2,41.0,42.8,27.4,70.7,7.6
rice,Clay soil,89.9,45.8,42.1,30.4,61.7,6.1
rice,Alluvial soil,98.5,51.8,47.0,32.4,75.4,7.7
rice,Loamy soil,94.7,40.2,47.2,27.1,80.0,6.6
rice,Clay soil,82.8,44.1,53.5,30.9,78.4,5.5
rice,Alluvial soil,98.0,41.3,59.6,23.2,73.4,5.9
rice,Loamy soil,96.3,55.7,54.7,24.6,74.4,5.2
rice,Clay soil,80.1,54.8,42.8,25.7,67.0,5.3
rice,Alluvial soil,95.1,40.5,52.3,32.9,76.2,5.7
rice,Loamy soil,99.0,54.0,46.2,37.6,70.0,5.1
rice,Clay soil,85.4,46.6,48.7,26.6,65.7,5.6
rice,Alluvial soil,85.3,48.2,54.5,24.4,68.3,5.7
rice,Loamy soil,92.3,58.4,42.7,33.5,72.0,6.7
rice,Clay soil,86.6,55.9,46.8,24.9,70.2,5.3
rice,Alluvial soil,93.1,57.7,48.3,23.4,68.7,7.2
rice,Loamy soil,89.2,57.1,43.7,30.8,68.0,7.0
rice,Clay soil,84.5,57.5,54.8,34.2,78.5,5.2
rice,Alluvial soil,88.4,56.0,59.0,23.6,67.0,7.2
rice,Loamy soil,82.3,49.7,53.5,24.7,77.3,8.0
rice,Clay soil,99.8,56.8,48.2,32.4,74.5,6.8
rice,Alluvial soil,99.3,59.3,44.6,30.0,68.2,7.1
rice,Loamy soil,94.0,43.8,47.3,37.8,63.1,7.7
rice,Clay soil,90.1,40.9,43.0,24.1,66.7,5.3
rice,Alluvial soil,92.1,55.6,47.6,31.3,79.3,6.9
rice,Loamy soil,87.8,58.1,56.8,39.4,69.0,7.4
rice,Clay soil,89.9,48.3,50.9,35.1,66.3,7.7
rice,Alluvial soil,99.0,49.0,52.7,28.4,64.0,6.6
rice,Loamy soil,86.2,40.4,55.8,29.3,78.2,5.5
rice,Clay soil,88.2,42.2,42.7,33.9,67.7,5.2
rice,Alluvial soil,90.8,47.3,41.1,22.0,74.6,6.3
rice,Loamy soil,91.9,45.3,48.8,26.0,60.3,6.6
rice,Clay soil,90.7,44.3,45.4,22.8,78.3,7.9
rice,Alluvial soil,89.4,59.1,57.7,21.9,65.5,5.8
rice,Loamy soil,81.7,41.5,50.5,28.0,69.9,6.3
rice,Clay soil,87.1,44.1,53.8,20.7,78.6,6.2
rice,Alluvial soil,92.3,55.3,50.9,21.2,78.2,5.0
rice,Loamy soil,80.3,50.2,51.6,23.6,65.1,5.5
rice,Clay soil,86.7,58.6,46.4,39.4,62.6,6.8
rice,Alluvial soil,89.9,54.9,55.1,26.3,71.7,7.5
rice,Loamy soil,89.6,47.0,42.5,34.0,76.5,7.3
rice,Clay soil,81.5,49.1,56.9,28.0,62.7,7.1
rice,Alluvial soil,96.4,48.7,58.7,25.5,72.5,5.7
rice,Loamy soil,86.1,47.8,58.8,30.6,76.2,6.0
rice,Clay soil,90.6,54.5,56.9,25.1,66.8,7.9
rice,Alluvial soil,96.4,53.7,58.3,33.2,76.3,7.6
rice,Loamy soil,80.7,46.1,56.0,36.2,74.7,5.1
rice,Clay soil,93.3,52.6,56.4,26.4,65.7,7.9
rice,Alluvial soil,85.4,41.2,54.2,20.9,69.5,6.0
rice,Loamy soil,88.0,57.5,44.5,36.7,71.1,5.4
rice,Clay soil,92.3,57.4,54.3,33.5,76.0,6.4
rice,Alluvial soil,84.9,50.0,42.1,30.6,70.4,7.1
rice,Loamy soil,81.8,47.4,54.6,21.5,75.7,6.8
rice,Clay soil,84.3,54.2,51.8,24.5,63.6,7.0
rice,Alluvial soil,81.7,47.8,40.4,28.7,76.7,7.2
rice,Loamy soil,84.4,55.0,53.9,23.2,72.3,5.2
rice,Clay soil,85.6,49.9,44.9,29.6,60.3,5.8
rice,Alluvial soil,81.7,45.2,42.6,38.7,72.7,6.2
rice,Loamy soil,97.6,49.2,42.3,27.3,61.0,6.5
rice,Clay soil,83.3,41.4,57.2,34.1,63.4,7.2
rice,Alluvial soil,87.5,42.9,42.1,33.0,78.5,7.9
rice,Loamy soil,99.7,59.5,41.7,28.1,77.0,5.2
rice,Clay soil,94.8,46.3,51.9,32.0,74.7,5.5
rice,Alluvial soil,95.6,40.4,49.5,33.2,65.4,7.8
rice,Loamy soil,83.0,57.6,42.7,31.2,75.4,6.4
rice,Clay soil,91.1,43.4,59.3,24.2,64.4,7.4
rice,Alluvial soil,85.0,40.7,44.7,36.2,68.3,7.0
rice,Loamy soil,84.0,48.5,40.2,23.3,78.9,6.5
rice,Clay soil,98.9,51.2,47.5,31.1,78.7,7.4
rice,Alluvial soil,90.8,57.3,45.0,23.1,68.1,6.4
rice,Loamy soil,88.9,50.3,46.8,24.7,60.8,7.7
rice,Clay soil,98.4,41.2,48.5,27.2,76.9,6.2
rice,Alluvial soil,90.7,44.7,44.5,32.1,63.1,5.1
rice,Loamy soil,81.5,55.5,51.9,20.1,72.7,7.2
rice,Clay soil,98.0,41.5,51.4,37.2,78.4,7.2
rice,Alluvial soil,89.6,46.5,58.6,36.5,77.1,7.3
rice,Loamy soil,83.2,43.3,49.5,27.2,75.1,7.2
rice,Clay soil,87.5,53.6,55.1,20.8,66.7,6.7
rice,Alluvial soil,86.1,56.9,49.5,39.6,75.6,5.1
rice,Loamy soil,94.3,55.2,57.2,37.4,72.5,5.7
rice,Clay soil,82.9,48.2,48.5,34.4,69.4,7.7
rice,Alluvial soil,96.3,49.6,41.5,24.3,69.9,6.5
rice,Loamy soil,93.3,50.7,57.3,35.1,66.7,6.4
rice,Clay soil,90.9,52.3,40.8,38.4,78.5,5.5
rice,Alluvial soil,82.8,54.9,44.2,26.6,61.5,5.8
rice,Loamy soil,91.5,59.9,59.5,25.0,79.2,8.0
rice,Clay soil,93.1,48.1,55.9,23.4,74.9,7.7
rice,Alluvial soil,92.7,46.4,56.6,29.3,75.9,6.1
rice,Loamy soil,82.2,48.7,49.3,35.6,74.0,7.2
rice,Clay soil,82.6,48.8,41.6,20.0,62.0,7.6
rice,Alluvial soil,97.0,55.3,40.9,34.7,79.1,7.9
rice,Loamy soil,99.2,55.8,49.2,21.6,61.4,7.2
rice,Clay soil,93.6,55.2,57.9,23.2,64.7,5.8
rice,Alluvial soil,91.8,51.7,41.7,31.8,78.0,6.4
rice,Loamy soil,96.3,48.2,50.9,26.3,70.0,7.8
rice,Clay soil,99.9,41.2,41.3,29.3,65.3,6.7
rice,Alluvial soil,96.1,51.4,43.7,29.7,74.4,6.0
rice,Loamy soil,96.0,50.2,40.5,25.7,64.5,5.6
rice,Clay soil,99.8,56.5,48.6,37.2,66.0,7.1
rice,Alluvial soil,99.7,44.1,52.2,39.4,62.3,5.3
rice,Loamy soil,95.1,48.3,57.0,34.7,63.4,5.3
rice,Clay soil,85.5,42.5,59.0,26.1,68.6,5.4
rice,Alluvial soil,99.2,51.9,42.3,38.9,63.6,6.7
rice,Loamy soil,99.3,41.5,51.6,37.9,79.7,5.4
rice,Clay soil,87.9,56.3,53.8,28.3,71.0,7.6
rice,Alluvial soil,92.0,49.1,42.1,27.0,74.1,6.5
rice,Loamy soil,99.9,51.9,42.8,31.4,62.8,6.2
rice,Clay soil,98.9,59.2,47.3,21.5,67.7,7.2
rice,Alluvial soil,81.4,59.3,51.7,35.1,63.1,5.3
rice,Loamy soil,88.3,53.6,45.4,21.9,76.5,8.0
rice,Clay soil,84.1,43.2,40.3,32.2,72.6,5.1
rice,Alluvial soil,88.8,55.1,44.6,28.2,66.9,7.5
rice,Loamy soil,80.2,59.1,56.1,27.0,75.6,6.8
rice,Clay soil,82.4,45.8,50.2,22.3,62.0,7.0
rice,Alluvial soil,92.4,49.7,47.1,26.3,66.6,5.6
rice,Loamy soil,87.1,43.6,58.8,36.3,78.0,7.4
rice,Clay soil,92.8,40.4,53.7,38.4,74.4,6.1
rice,Alluvial soil,82.6,42.5,42.8,24.7,60.9,6.4
rice,Loamy soil,88.3,43.5,55.0,34.3,76.5,7.3
rice,Clay soil,87.2,47.9,54.1,30.9,75.8,7.5
rice,Alluvial soil,82.5,53.1,43.2,33.9,68.9,5.8
rice,Loamy soil,90.5,53.0,41.5,32.4,69.5,5.8
rice,Clay soil,96.8,55.5,49.4,27.0,61.5,6.3
rice,Alluvial soil,96.2,44.5,59.5,30.9,68.6,7.6
rice,Loamy soil,90.5,48.2,51.7,28.6,69.1,6.5
rice,Clay soil,80.4,40.9,44.6,28.1,72.9,5.9
rice,Alluvial soil,89.2,40.6,52.7,36.7,65.5,7.9
rice,Loamy soil,96.5,46.9,52.4,31.2,61.4,7.3
rice,Clay soil,88.6,59.1,43.4,34.0,63.9,7.3
rice,Alluvial soil,84.4,47.8,45.9,39.7,65.8,6.2
rice,Loamy soil,93.8,46.8,53.8,38.9,72.8,5.4
rice,Clay soil,92.7,51.2,42.6,23.5,69.6,7.1
rice,Alluvial soil,86.8,58.6,57.1,27.0,65.8,7.5
rice,Loamy soil,80.9,43.2,52.2,21.0,73.5,5.8
rice,Clay soil,82.8,40.9,42.7,30.7,62.5,6.1
rice,Alluvial soil,83.3,58.8,51.0,29.5,67.6,5.9
rice,Loamy soil,82.3,40.5,44.5,33.6,75.1,5.9
rice,Clay soil,93.4,41.5,59.2,28.1,69.7,7.6
rice,Alluvial soil,84.3,50.9,42.6,37.7,79.5,6.5
rice,Loamy soil,85.3,59.5,58.8,21.4,69.2,5.8
rice,Clay soil,87.9,47.4,55.2,36.8,74.3,5.1
rice,Alluvial soil,88.3,57.3,41.0,34.3,62.2,7.3
rice,Loamy soil,96.5,42.5,59.8,35.5,75.7,7.5
rice,Clay soil,98.0,49.8,44.6,32.5,71.6,6.0
rice,Alluvial soil,94.2,58.7,40.8,24.8,75.1,7.3
rice,Loamy soil,95.0,44.6,43.3,23.8,71.2,7.6
rice,Clay soil,81.3,50.5,47.7,39.1,75.0,7.5
rice,Alluvial soil,99.5,52.0,56.6,30.9,76.4,5.1
rice,Loamy soil,95.3,58.5,49.8,36.1,61.5,7.4
rice,Clay soil,90.1,52.6,48.3,34.2,75.6,6.6
rice,Alluvial soil,80.1,51.5,52.7,31.1,66.5,5.3
rice,Loamy soil,82.0,42.4,47.2,20.9,72.8,6.7
rice,Clay soil,94.5,50.0,42.0,21.8,74.7,5.3
rice,Alluvial soil,85.0,59.2,43.5,20.8,63.5,6.1
rice,Loamy soil,80.2,44.1,41.9,38.5,71.4,5.7
rice,Clay soil,83.0,58.7,51.8,29.6,60.3,5.2
rice,Alluvial soil,84.7,54.1,51.2,21.0,78.5,6.3
rice,Loamy soil,94.9,44.1,49.2,25.5,72.1,7.7
rice,Clay soil,82.2,48.8,48.1,36.0,79.0,5.2
rice,Alluvial soil,97.5,46.9,41.0,30.5,79.7,7.0
rice,Loamy soil,91.0,40.7,50.3,38.3,75.1,6.5
rice,Clay soil,80.1,51.8,47.0,35.5,77.4,6.0
rice,Alluvial soil,84.4,41.3,45.5,37.7,74.4,5.1
rice,Loamy soil,89.6,44.3,59.3,38.4,71.1,6.3
rice,Clay soil,85.3,52.7,47.9,21.1,71.5,7.2
rice,Alluvial soil,87.8,56.0,53.6,37.9,72.0,6.9
rice,Loamy soil,99.2,57.3,47.9,34.6,66.6,5.3
rice,Clay soil,81.2,45.8,42.4,22.9,63.9,5.9
rice,Alluvial soil,89.7,46.3,44.2,27.8,73.8,7.7
rice,Loamy soil,92.7,51.8,47.8,32.5,67.4,5.7
rice,Clay soil,93.7,40.0,52.0,26.7,60.7,6.8
rice,Alluvial soil,84.0,49.3,45.8,39.1,77.3,6.5
rice,Loamy soil,93.7,57.4,45.8,24.5,75.0,5.6
rice,Clay soil,83.1,44.4,51.9,36.4,68.9,6.4
rice,Alluvial soil,89.6,51.5,54.3,36.3,67.6,7.0
rice,Loamy soil,91.7,43.8,43.9,21.5,61.8,6.5
rice,Clay soil,93.7,56.1,55.7,35.4,63.0,7.2
rice,Alluvial soil,96.6,41.5,54.1,38.2,60.5,7.0
rice,Loamy soil,80.3,59.2,41.2,23.3,76.5,7.9
rice,Clay soil,81.5,43.3,43.9,21.9,72.7,7.9
rice,Alluvial soil,94.1,50.4,53.7,31.4,76.2,5.2
rice,Loamy soil,88.1,47.0,59.9,34.4,71.6,6.3
rice,Clay soil,83.7,53.0,55.7,24.3,67.6,5.0
rice,Alluvial soil,91.4,41.0,44.3,32.3,80.0,5.4
rice,Loamy soil,84.5,56.8,53.0,34.8,68.0,7.4
rice,Clay soil,99.9,47.5,42.3,22.6,69.6,7.4
rice,Alluvial soil,88.3,47.7,51.8,28.7,68.2,5.5
rice,Loamy soil,94.1,56.2,51.9,37.1,79.5,6.0
rice,Clay soil,98.8,49.3,40.4,21.7,67.2,5.6
rice,Alluvial soil,89.0,59.3,45.1,22.2,72.4,7.9
rice,Loamy soil,87.3,56.5,47.3,21.5,62.1,5.1
rice,Clay soil,85.9,47.1,48.4,37.6,68.2,5.5
rice,Alluvial soil,86.8,50.8,56.8,22.3,69.7,5.0
rice,Loamy soil,88.4,57.5,43.0,27.0,78.3,6.1
rice,Clay soil,85.1,50.3,46.5,40.0,64.0,6.1
rice,Alluvial soil,95.6,54.0,57.0,37.8,63.4,5.6
rice,Loamy soil,92.3,59.6,48.8,33.6,72.3,7.0
rice,Clay soil,85.4,43.0,51.1,38.3,65.0,7.5
rice,Alluvial soil,91.1,45.6,45.4,37.9,72.6,6.8
rice,Loamy soil,81.1,55.3,56.7,36.3,65.5,7.4
rice,Clay soil,96.7,49.9,59.4,29.4,76.8,5.1
rice,Alluvial soil,88.0,56.5,59.0,37.7,60.5,5.1
rice,Loamy soil,98.2,42.0,41.9,35.8,61.5,5.3
rice,Clay soil,83.3,56.4,57.7,24.2,76.6,5.6
rice,Alluvial soil,94.2,51.7,56.1,28.7,75.4,7.7
rice,Loamy soil,87.5,52.5,51.5,36.3,60.2,5.1
rice,Clay soil,97.6,53.0,53.1,25.5,61.1,5.4
rice,Alluvial soil,98.6,47.5,54.4,27.1,78.7,7.4
rice,Loamy soil,99.0,47.7,58.8,21.6,63.5,6.1
rice,Clay soil,93.4,41.7,45.6,39.9,79.0,7.4
rice,Alluvial soil,89.8,46.1,45.8,25.5,68.8,5.3
rice,Loamy soil,91.2,54.2,54.4,37.0,72.5,6.4
rice,Clay soil,99.2,58.4,58.0,29.2,74.6,5.7
rice,Alluvial soil,84.9,54.7,54.8,31.4,60.4,7.7
rice,Loamy soil,96.5,51.4,47.5,35.2,69.6,7.7
rice,Clay soil,86.2,43.8,42.5,31.9,72.9,5.1
rice,Alluvial soil,80.8,55.4,57.1,38.8,70.3,6.9
rice,Loamy soil,91.8,43.0,57.0,33.5,69.1,5.7
rice,Clay soil,91.8,54.8,51.6,27.8,74.5,6.3
rice,Alluvial soil,98.6,46.8,56.2,38.3,72.8,5.1
rice,Loamy soil,94.5,42.5,56.3,34.0,67.8,5.3
rice,Clay soil,90.6,55.9,58.2,27.6,67.3,7.1
rice,Alluvial soil,98.4,53.6,58.5,36.7,76.7,5.2
rice,Loamy soil,94.1,59.6,51.8,24.1,60.4,7.9
rice,Clay soil,85.6,42.4,52.1,28.2,79.3,6.1
rice,Alluvial soil,87.0,49.5,50.1,27.9,75.4,5.7
rice,Loamy soil,81.2,59.6,41.5,22.7,71.4,7.9
rice,Clay soil,94.9,46.9,40.2,33.8,61.1,7.2
rice,Alluvial soil,87.5,47.9,46.2,34.8,69.9,5.4
rice,Loamy soil,94.4,55.8,59.6,25.2,64.6,5.6
rice,Clay soil,96.7,46.9,55.1,24.2,75.2,6.3
rice,Alluvial soil,88.0,40.3,47.2,21.2,78.7,7.2
rice,Loamy soil,99.7,42.0,52.0,29.7,79.2,6.8
rice,Clay soil,82.8,58.2,47.2,28.8,60.3,6.8
rice,Alluvial soil,85.6,47.8,56.9,23.4,68.2,5.2
rice,Loamy soil,82.2,40.4,52.3,35.9,77.8,7.2
rice,Clay soil,83.1,47.0,52.4,28.8,75.4,5.4
rice,Alluvial soil,83.7,50.0,43.5,25.5,71.6,6.0
rice,Loamy soil,84.2,41.6,47.1,24.2,77.1,7.3
rice,Clay soil,83.9,44.2,43.3,33.9,76.9,6.1
rice,Alluvial soil,93.2,47.6,51.8,39.5,71.8,6.0
rice,Loamy soil,88.9,40.8,44.5,35.0,74.4,5.3
rice,Clay soil,88.3,45.2,47.5,34.6,74.2,5.1
rice,Alluvial soil,89.6,54.8,40.6,24.1,64.1,6.3
rice,Loamy soil,98.7,42.1,46.8,21.0,73.7,6.5
rice,Clay soil,86.9,56.5,56.1,26.5,70.6,7.4
rice,Alluvial soil,87.9,55.7,49.0,30.5,68.5,7.1
rice,Loamy soil,98.6,51.9,48.9,38.6,77.9,5.2
rice,Clay soil,96.2,46.4,53.1,23.6,75.4,7.5
rice,Alluvial soil,92.1,50.5,54.7,27.4,70.4,7.1
rice,Loamy soil,99.3,50.8,54.4,26.0,72.6,6.6
rice,Clay soil,92.3,42.5,53.7,38.2,76.3,5.3
rice,Alluvial soil,97.3,50.7,44.2,29.3,74.0,7.7
rice,Loamy soil,92.3,45.1,59.2,24.9,64.7,6.9
rice,Clay soil,87.9,58.1,50.9,22.5,66.0,7.3
rice,Alluvial soil,83.0,52.4,59.0,31.2,65.8,6.3
rice,Loamy soil,87.3,43.6,51.3,36.0,63.7,5.6
rice,Clay soil,87.5,57.4,55.1,34.3,63.6,7.6
rice,Alluvial soil,89.1,58.3,45.6,36.6,60.5,7.5
rice,Loamy soil,91.7,53.4,51.6,21.2,64.5,6.3
rice,Clay soil,97.6,43.5,50.9,31.9,77.0,8.0
rice,Alluvial soil,88.8,54.0,52.7,33.9,74.2,5.6
rice,Loamy soil,96.8,48.7,57.7,23.6,71.4,5.4
rice,Clay soil,93.4,49.3,43.1,23.3,73.5,6.8
rice,Alluvial soil,86.7,43.6,58.4,33.5,78.8,7.6
rice,Loamy soil,92.3,55.2,55.2,22.8,63.5,6.2
rice,Clay soil,86.5,55.9,45.4,34.3,71.9,5.6
rice,Alluvial soil,93.7,55.2,56.6,34.2,76.6,7.7
rice,Loamy soil,88.1,47.8,47.7,23.7,62.2,7.1
rice,Clay soil,89.5,45.3,48.8,30.5,69.4,5.2
rice,Alluvial soil,82.1,54.0,46.1,38.4,65.5,5.3
rice,Loamy soil,89.2,41.1,40.5,38.9,67.8,6.8
rice,Clay soil,81.7,48.8,44.6,31.0,79.2,6.7
rice,Alluvial soil,85.6,45.9,59.1,23.6,67.2,5.6
rice,Loamy soil,87.1,44.1,51.1,39.1,63.4,6.2
rice,Clay soil,89.1,51.3,46.3,34.5,60.5,6.1
rice,Alluvial soil,82.3,45.8,54.9,36.6,64.8,6.1
rice,Loamy soil,94.5,48.0,59.2,23.2,68.8,7.4
rice,Clay soil,83.8,42.8,51.9,30.7,63.7,6.2
rice,Alluvial soil,93.9,54.9,46.7,20.1,79.3,7.2
rice,Loamy soil,84.6,45.5,55.8,29.1,73.0,5.5
rice,Clay soil,81.1,42.4,46.4,29.8,69.5,6.1
rice,Alluvial soil,82.1,46.9,49.8,30.8,78.9,6.4
rice,Loamy soil,91.7,54.0,56.4,27.6,71.2,6.6
rice,Clay soil,89.7,42.7,46.8,26.6,76.7,6.3
rice,Alluvial soil,95.2,40.3,57.8,29.0,69.0,5.7
rice,Loamy soil,89.1,48.5,53.8,26.5,76.0,5.5
rice,Clay soil,84.9,46.6,58.3,23.3,73.6,6.4
rice,Alluvial soil,87.0,48.9,59.7,34.6,62.6,7.9
rice,Loamy soil,87.7,59.2,49.6,30.8,72.2,5.9
rice,Clay soil,95.9,44.2,49.4,36.8,72.9,5.2
rice,Alluvial soil,95.0,50.2,46.4,28.2,65.2,6.1
rice,Loamy soil,82.7,55.6,48.0,21.5,62.9,5.3
rice,Clay soil,99.7,53.5,41.5,22.6,79.2,5.2
rice,Alluvial soil,92.1,47.5,50.1,33.8,76.7,6.4
rice,Loamy soil,93.1,48.9,51.7,24.5,71.8,7.3
rice,Clay soil,81.8,55.3,44.7,31.3,73.8,5.7
rice,Alluvial soil,96.7,45.4,52.3,30.5,60.3,6.6
rice,Loamy soil,80.2,50.8,47.7,26.1,64.5,7.2
rice,Clay soil,85.6,54.0,59.1,34.6,62.9,6.6
rice,Alluvial soil,98.6,54.8,49.9,28.3,73.6,5.1
rice,Loamy soil,83.9,44.9,52.1,21.5,77.7,6.8
rice,Clay soil,97.4,48.7,42.5,36.3,66.1,5.4
rice,Alluvial soil,93.2,51.0,42.7,36.3,71.4,6.2
rice,Loamy soil,80.7,53.7,48.9,34.1,65.3,5.8
rice,Clay soil,95.0,59.5,42.3,36.8,75.1,7.1
rice,Alluvial soil,85.2,46.2,56.1,24.3,78.2,7.5
rice,Loamy soil,90.6,43.5,50.8,33.1,75.9,5.7
rice,Clay soil,83.8,47.4,56.0,33.9,63.3,7.4
rice,Alluvial soil,84.1,44.3,58.8,24.3,60.7,6.8
rice,Loamy soil,95.7,46.4,52.7,33.6,73.6,5.2
rice,Clay soil,87.8,57.3,44.3,33.6,69.2,6.1
rice,Alluvial soil,86.3,51.1,46.8,34.9,62.3,5.9
rice,Loamy soil,94.4,48.0,41.0,21.4,73.3,6.0
rice,Clay soil,99.7,40.0,49.9,30.6,68.6,5.9
rice,Alluvial soil,88.4,51.1,49.9,26.3,76.6,5.8
rice,Loamy soil,96.5,51.8,55.6,30.8,65.5,7.4
rice,Clay soil,80.4,57.1,46.6,33.5,64.2,8.0
rice,Alluvial soil,85.8,51.2,59.5,20.9,74.2,8.0
rice,Loamy soil,97.1,45.8,53.8,34.5,65.5,7.5
rice,Clay soil,85.0,41.0,56.6,30.5,74.1,5.9
rice,Alluvial soil,97.0,57.1,43.7,21.1,64.6,7.3
rice,Loamy soil,85.9,45.8,49.0,26.9,64.9,6.5
rice,Clay soil,98.2,40.4,50.5,34.0,72.2,7.2
rice,Alluvial soil,91.0,57.8,42.0,34.2,62.7,6.4
rice,Loamy soil,90.9,56.4,41.2,31.3,78.9,5.8
rice,Clay soil,90.1,52.1,44.9,37.2,79.2,7.5
rice,Alluvial soil,89.1,40.6,53.6,28.2,72.3,5.5
rice,Loamy soil,96.7,48.0,49.1,30.2,62.9,6.1
rice,Clay soil,81.2,42.7,51.2,27.6,75.7,5.4
rice,Alluvial soil,85.4,56.9,51.5,32.2,79.7,7.3
rice,Loamy soil,93.4,45.7,58.8,33.5,73.2,7.7
rice,Clay soil,93.4,50.5,51.5,25.7,76.8,7.8
rice,Alluvial soil,92.7,42.2,56.0,22.7,68.8,6.2
rice,Loamy soil,85.3,56.9,56.6,37.3,64.0,7.9
rice,Clay soil,90.0,51.4,48.5,22.5,61.0,5.1
rice,Alluvial soil,80.6,42.6,42.4,25.0,69.5,5.9
rice,Loamy soil,91.4,50.4,49.3,32.2,72.8,6.8
rice,Clay soil,90.2,56.5,52.6,29.2,70.3,5.7
rice,Alluvial soil,95.0,41.8,54.2,29.6,60.5,5.9
rice,Loamy soil,81.2,45.1,53.8,33.9,73.2,7.2
rice,Clay soil,98.8,55.2,52.1,29.9,77.1,7.8
rice,Alluvial soil,83.7,47.6,40.4,28.5,72.9,6.4
rice,Loamy soil,82.8,53.7,48.6,21.3,63.3,5.3
rice,Clay soil,91.5,42.6,58.8,29.6,71.2,6.0
rice,Alluvial soil,94.3,41.4,48.7,31.8,63.6,7.3
rice,Loamy soil,86.9,57.3,46.2,29.7,66.9,5.6
rice,Clay soil,96.7,43.6,49.9,34.6,78.4,7.9
rice,Alluvial soil,90.9,40.4,58.7,31.2,74.1,5.3
rice,Loamy soil,91.8,49.9,48.8,37.9,64.4,6.6
rice,Clay soil,98.3,47.5,43.0,22.4,74.8,7.6
rice,Alluvial soil,92.0,50.8,49.7,27.6,75.7,5.0
rice,Loamy soil,97.5,49.4,52.2,31.8,67.3,5.5
rice,Clay soil,98.9,55.0,42.6,37.3,77.7,7.2
rice,Alluvial soil,93.8,46.3,50.4,37.2,64.8,7.5
rice,Loamy soil,93.8,41.0,47.9,21.7,63.9,7.4
rice,Clay soil,86.2,53.3,55.6,21.5,76.0,7.1
rice,Alluvial soil,80.6,57.4,50.0,22.6,70.8,6.4
rice,Loamy soil,97.7,57.1,42.5,22.6,74.8,6.0
rice,Clay soil,95.8,40.4,51.1,26.8,68.7,5.3
rice,Alluvial soil,88.1,50.4,56.8,39.0,65.8,6.3
rice,Loamy soil,95.0,46.6,46.4,39.2,65.3,6.9
rice,Clay soil,89.1,49.0,44.5,28.8,68.9,6.5
rice,Alluvial soil,82.0,40.5,57.9,25.2,74.8,5.8
rice,Loamy soil,88.8,47.4,42.2,32.7,77.9,5.4
rice,Clay soil,83.2,50.8,57.3,27.7,67.7,8.0
rice,Alluvial soil,98.1,54.6,46.8,25.3,73.3,7.2
rice,Loamy soil,86.1,44.7,53.4,24.2,73.2,7.0
rice,Clay soil,91.6,42.4,44.7,20.0,63.7,7.2
rice,Alluvial soil,83.1,56.0,54.4,25.7,71.0,7.7
rice,Loamy soil,96.7,44.2,50.1,23.9,61.2,5.4
rice,Clay soil,95.0,58.8,51.8,36.8,75.5,6.8
rice,Alluvial soil,87.9,46.7,45.2,33.7,71.3,5.6
rice,Loamy soil,82.0,40.7,43.8,35.4,70.3,6.5
rice,Clay soil,87.4,58.9,52.0,25.6,65.5,7.1
rice,Alluvial soil,91.3,56.9,43.7,27.0,68.3,7.6
rice,Loamy soil,85.3,43.1,45.6,35.0,67.6,5.8
rice,Clay soil,85.7,56.2,49.6,27.2,72.4,6.1
rice,Alluvial soil,88.4,56.1,46.8,39.6,65.5,6.2
rice,Loamy soil,98.0,55.4,43.0,20.2,62.5,7.7
rice,Clay soil,93.8,52.6,48.2,33.8,71.1,7.3
rice,Alluvial soil,94.8,40.0,51.8,39.2,63.2,6.5
rice,Loamy soil,88.3,58.7,54.2,31.9,62.7,5.7
rice,Clay soil,98.3,57.6,51.6,33.3,79.2,7.0
rice,Alluvial soil,81.9,42.3,42.2,24.4,69.6,7.5
rice,Loamy soil,80.6,49.2,53.6,34.8,68.0,5.9
rice,Clay soil,92.7,51.3,51.9,32.4,67.5,6.6
rice,Alluvial soil,96.1,44.2,46.3,32.7,78.8,6.2
rice,Loamy soil,88.5,59.8,58.4,27.1,60.1,5.6
rice,Clay soil,98.6,47.2,45.0,22.8,76.9,7.0
rice,Alluvial soil,84.6,48.9,50.0,33.7,68.8,7.1
rice,Loamy soil,90.4,52.0,53.9,20.6,67.0,5.5
rice,Clay soil,96.1,50.3,45.6,28.3,71.1,5.1
rice,Alluvial soil,90.3,44.8,55.6,38.6,67.0,5.8
rice,Loamy soil,97.7,45.0,49.8,27.3,77.9,6.6
rice,Clay soil,88.7,43.6,58.7,39.5,78.0,7.5
rice,Alluvial soil,94.5,44.2,50.6,35.3,69.1,6.1
rice,Loamy soil,95.7,44.1,45.1,37.5,65.4,5.8
rice,Clay soil,85.6,44.5,56.3,37.5,76.8,6.9
rice,Alluvial soil,96.7,42.7,45.0,34.7,66.5,7.7
rice,Loamy soil,82.9,51.8,48.9,29.3,61.8,7.1
rice,Clay soil,81.9,54.4,50.7,23.4,67.5,6.7
